Price,Open,High,Low,Close,Volume,Volatility,Predicted_Close
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,,
Date,,,,,,,
2024-04-12,272.0466115121729,274.89755582777644,265.4266436638634,266.0065002441406,17731780,9.470912163913056,267.89582489013674
2024-04-15,261.1743956060476,266.9245929863251,259.38651687911624,264.8467712402344,13378690,7.538076107208838,263.918759765625
2024-04-16,263.83204738509147,266.2964008657725,262.1408163121101,265.0400695800781,9662195,4.155584553662436,265.7861410522461
2024-04-18,278.23168114168135,280.1645167584943,268.37423719157374,270.6936340332031,51039603,11.79027956692056,272.40370025634763
2024-04-19,268.7608176867294,272.77144598063495,265.4750028010983,272.19158935546875,18755469,7.296443179536652,271.167177734375
2024-04-22,274.46264176042047,275.13914598438646,272.23989272635384,274.1243896484375,14965203,2.8992532580326156,274.2248803710938
2024-04-23,274.12438153875746,277.50684357306227,271.2734669483376,275.7673034667969,11464036,6.233376624724656,275.20291625976563
2024-04-24,275.4290551940467,282.04902259462483,274.8491986529872,280.647705078125,19324163,7.199823941637646,279.77455169677734
2024-04-25,282.19398609114234,284.6100304926076,279.53633724953056,283.4503173828125,22022414,5.073693243077059,283.4029669189453
2024-04-26,284.36841282383614,286.2046005849856,281.66245501716617,282.4355773925781,15581578,4.542145567819432,283.15316802978515
2024-04-29,282.483905574984,284.7066841668102,279.8745952620535,283.8369140625,9804396,4.832088904756688,283.6914422607422
2024-04-30,283.8369269446795,294.12927088039197,283.20873176436584,291.7132263183594,33288857,10.920539116026134,290.70137878417967
2024-05-02,291.8098723368235,306.59605317512717,291.71322465634654,303.0686340332031,44059506,14.882828518780627,300.86565643310547
2024-05-03,301.5223548004881,305.4846736948099,297.89828803605917,300.4109802246094,27074447,7.586385658750714,300.4979504394531
2024-05-06,299.78279339894556,300.3626204461588,292.921221577211,296.5452880859375,16855909,7.441398868947829,296.97051177978517
2024-05-07,296.6902473572449,297.9465786271384,284.6100255593115,285.3348388671875,13857464,13.336553067826912,288.5820013427734
2024-05-08,282.1939770022765,292.67961526546156,282.1939770022765,291.858154296875,18754452,10.48563826318508,290.19545806884764
2024-05-09,292.58298362376127,294.12925797415875,285.33485025570775,286.2046203613281,11196567,8.794407718450998,287.7247933959961
2024-05-10,286.3012744291329,294.22591221886285,286.3012744291329,293.5494079589844,11786977,7.924637789729957,292.8579122924805
2024-05-13,293.9843128096331,297.31843659490573,287.6059492954301,296.25537109375,11710605,9.71248729947564,294.5892443847656
2024-05-14,297.6566932820079,302.4887824586639,297.4150888231751,298.8647155761719,9957875,5.07369363548878,298.0456475830078
2024-05-15,299.5895097462878,305.6779299214591,298.47813520545236,304.2766418457031,11397656,7.19979471600675,300.0750653076172
2024-05-16,303.9383897460938,305.001455195421,295.0473344333768,302.00555419921875,19843532,9.95412076204417,300.81779235839844
2024-05-17,304.3249591765384,305.3880246545783,300.3143312069944,302.63372802734375,9069551,5.073693447583935,301.75352569580076
2024-05-21,300.5559143611049,316.45349783420977,300.5559143611049,314.71392822265625,21976662,15.897583473104874,305.48469299316406
2024-05-22,316.7434435688525,316.7434435688525,309.44700075436674,314.81060791015625,10287081,7.296442814485772,313.26193359375
2024-05-23,308.7221731495121,309.93019538050453,298.62309550132346,309.15704345703125,35705284,11.307099879181067,304.9902282714844
2024-05-24,307.320841228369,312.1046208370342,306.74098468599607,308.0939636230469,15058182,5.363636151038122,308.4124481201172
2024-05-27,310.703293038038,310.703293038038,303.93836908386606,307.27252197265625,12857918,6.764923954171934,307.53638580322263
2024-05-28,308.28727325233683,308.7704821445819,301.52234876090625,302.29547119140625,10935739,7.248133383675622,304.41243713378907
2024-05-29,298.71974590070164,307.99736261782004,298.71974590070164,307.03094482421875,16812268,9.277616717118406,301.13283569335937
2024-05-30,304.0350237583432,306.9825860377692,293.59769457864434,296.40032958984375,22768893,13.384891459124844,298.5834313964844
2024-05-31,298.188190496058,301.03913470852757,295.43392345165654,299.5895080566406,36929443,5.60521125687103,296.8023532104492
2024-06-03,323.74997277233655,336.98990882907395,314.665651076674,326.31097412109375,55218939,22.324257752399944,327.64449584960937
2024-06-04,323.701680333621,323.701680333621,270.35540162141706,286.0113830566406,73262478,53.34627871220397,295.6559463500977
2024-06-05,286.3495502531756,290.9400342887435,269.8238313193131,288.7655944824219,45312613,21.11620296943039,284.83518371582034
2024-06-06,293.2111442052717,300.9908249145408,288.08914184432064,290.3602294921875,36508044,12.901683070220145,292.9598712158203
2024-06-07,288.04079605403984,300.2176654953612,286.8327738771772,298.9613342285156,38016104,13.384891618183985,296.5148614501953
2024-06-10,302.4887443475316,312.4911735815308,301.1357654470787,305.1947021484375,25478964,11.355408134452091,305.09845092773435
2024-06-11,305.58130253017873,308.96376463506743,304.5665462030747,305.9195251464844,12238518,4.397218431992712,305.76711608886717
2024-06-12,309.15707366740344,316.11529419495884,306.2578200297109,313.74755859375,20346144,9.857474165247936,309.1601751708984
2024-06-13,316.0186365606743,316.9367453141361,309.88187732218813,310.655029296875,11756503,7.054867991947958,311.5253945922852
2024-06-14,315.0521880011907,315.0521880011907,308.6255158316141,310.70330810546875,14159988,6.426672169576591,310.7597467041016
2024-06-18,311.1865271601856,321.3339139154091,311.1865271601856,320.65740966796875,21653702,10.147386755223465,319.66664825439454
2024-06-19,322.78354374270276,323.6050047675402,314.47234480167987,316.30853271484375,14235150,9.132659965860341,317.28880462646487
2024-06-20,316.5018231561994,317.2749455836111,311.4764388998334,313.65087890625,11749507,5.798506683777703,314.0042025756836
2024-06-21,315.72868904106275,318.53129460259504,312.15293158800944,315.0038757324219,17209541,6.378363014585602,314.66837524414063
2024-06-24,312.2496077905903,322.7835562734221,311.7180602867166,321.7688293457031,18044357,11.065495986705514,319.9219674682617
2024-06-25,323.7499630647814,323.7499630647814,314.85890750591005,316.4051818847656,13979671,8.891055558871358,316.99579528808596
2024-06-26,314.7622505317893,319.1111300967452,314.0374372709633,315.7286682128906,12946277,5.0736928257819045,316.32054412841796
2024-06-27,317.51654867244883,321.3339106867215,313.4576117067809,320.4158020019531,27061015,7.8762989799406,319.94896728515624
2024-06-28,321.81708191288357,326.0210046472278,318.5312677558619,319.8359375,21676594,7.489736891365908,321.25306701660156
2024-07-01,319.88425940200176,320.60907267859244,314.3273576148069,318.5312805175781,11959181,6.281715063785555,318.43593322753907
2024-07-02,318.9661656934445,323.1700887926685,317.0333301988798,319.69097900390625,12684459,6.13675859378867,321.4305053710938
2024-07-03,319.98094758643293,325.58615917136916,318.04811193745746,323.8949279785156,9369793,7.538047233911698,323.20971221923827
2024-07-04,325.6828051211229,327.3257272111113,322.6869039825901,323.7499694824219,12878827,4.6388232285212325,323.9811245727539
2024-07-05,323.7499346983161,328.4853756058056,321.6721425084994,328.0021667480469,10894118,6.813233097306181,325.55838104248045
2024-07-08,329.5484409914203,329.5484409914203,325.53781337056887,328.0021667480469,7828162,4.010627620851437,326.24364196777344
2024-07-09,328.5820458594717,330.8531335455759,326.7458579723325,329.69342041015625,9214579,4.107275573243385,329.03374847412107
2024-07-10,331.481301070977,336.1200946533038,324.23316766563494,334.4288635253906,10662609,11.886926987668858,330.6415734863281
2024-07-11,336.7966184065159,337.0382228673527,330.51490242475876,331.28802490234375,12642065,6.523320442593956,331.3946737670898
2024-07-12,331.2879988686725,334.2838998461679,328.6786885923221,331.57794189453125,11380570,5.605211253845823,331.8754473876953
2024-07-15,333.80070067856207,333.80070067856207,328.7753458374287,332.3027648925781,5277531,5.025354841133378,332.0009280395508
2024-07-16,331.2396815923714,335.3469570023425,330.03165941296817,330.94976806640625,11363095,5.315297589374325,331.63025756835935
