Price,Open,High,Low,Close,Volume,Volatility,Predicted_Close
Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,,
Date,,,,,,,
2024-04-12,187.72000122070312,188.3800048828125,185.0800018310547,186.1300048828125,38554300,3.3000030517578125,186.67314849853517
2024-04-15,187.42999267578125,188.69000244140625,183.0,183.6199951171875,48052400,5.69000244140625,186.39014999389647
2024-04-16,183.27000427246094,184.8300018310547,182.25999450683594,183.32000732421875,32891300,2.57000732421875,185.1758952331543
2024-04-17,184.30999755859375,184.57000732421875,179.82000732421875,181.27999877929688,31359700,4.75,183.4788619995117
2024-04-18,181.47000122070312,182.38999938964844,178.64999389648438,179.22000122070312,30723800,3.7400054931640625,180.5532716369629
2024-04-19,178.74000549316406,179.0,173.44000244140625,174.6300048828125,55950000,5.55999755859375,174.35256393432618
2024-04-22,176.94000244140625,178.8699951171875,174.55999755859375,177.22999572753906,37924900,4.30999755859375,175.20526458740235
2024-04-23,178.0800018310547,179.92999267578125,175.97999572753906,179.5399932861328,37046500,3.9499969482421875,177.7118898010254
2024-04-24,179.94000244140625,180.32000732421875,176.17999267578125,176.58999633789062,34185100,4.1400146484375,178.79676605224608
2024-04-25,169.67999267578125,173.9199981689453,166.32000732421875,173.6699981689453,49249400,7.5999908447265625,168.10489974975587
2024-04-26,177.8000030517578,180.82000732421875,176.1300048828125,179.6199951171875,43919800,4.69000244140625,179.53291564941406
2024-04-29,182.75,183.52999877929688,179.38999938964844,180.9600067138672,54063900,4.1399993896484375,181.71851196289063
2024-04-30,181.08999633789062,182.99000549316406,174.8000030517578,175.0,94639800,8.19000244140625,178.60884140014647
2024-05-01,181.63999938964844,185.14999389648438,176.55999755859375,179.0,94645100,8.589996337890625,180.97876007080077
2024-05-02,180.85000610351562,185.10000610351562,179.91000366210938,184.72000122070312,54303500,5.19000244140625,183.61371231079102
2024-05-03,186.99000549316406,187.8699951171875,185.4199981689453,186.2100067138672,39172000,2.4499969482421875,186.5593913269043
2024-05-06,186.27999877929688,188.75,184.8000030517578,188.6999969482422,34725300,3.9499969482421875,186.6022814941406
2024-05-07,188.9199981689453,189.94000244140625,187.30999755859375,188.75999450683594,34048900,2.6300048828125,188.76739364624024
2024-05-08,187.44000244140625,188.42999267578125,186.38999938964844,188.0,26136400,2.0399932861328125,187.86665954589841
2024-05-09,188.8800048828125,191.6999969482422,187.44000244140625,189.5,43368400,4.2599945068359375,188.5706477355957
