Price,Open,High,Low,Close,Volume,Volatility,Predicted_Close
Ticker,ADBE,ADBE,ADBE,ADBE,ADBE,,
Date,,,,,,,
2024-04-12,477.95001220703125,478.7799987792969,468.6000061035156,474.0899963378906,5620000,10.17999267578125,346.96093200683595
2024-04-15,477.0199890136719,478.5199890136719,468.3500061035156,470.1000061035156,3353200,10.16998291015625,346.96093200683595
2024-04-16,470.0,478.9800109863281,468.489990234375,476.2200012207031,2660100,10.490020751953125,346.96093200683595
2024-04-17,477.30999755859375,481.0199890136719,472.69000244140625,474.45001220703125,2034800,8.329986572265625,346.96093200683595
2024-04-18,476.760009765625,477.6099853515625,471.8299865722656,473.17999267578125,2389700,5.779998779296875,346.96093200683595
2024-04-19,476.5400085449219,476.5799865722656,463.0899963378906,465.0199890136719,3280600,13.489990234375,346.96093200683595
2024-04-22,470.2200012207031,471.5,462.2799987792969,466.8900146484375,2604300,9.220001220703125,346.96093200683595
2024-04-23,469.7200012207031,474.80999755859375,467.8299865722656,472.8999938964844,2205800,6.980010986328125,346.96093200683595
2024-04-24,472.94000244140625,478.57000732421875,471.7300109863281,477.1199951171875,2338000,6.839996337890625,346.96093200683595
2024-04-25,468.4100036621094,474.5,465.7799987792969,473.44000244140625,2250900,8.720001220703125,346.96093200683595
2024-04-26,472.30999755859375,482.7900085449219,471.69000244140625,477.55999755859375,2460300,11.100006103515625,346.96093200683595
2024-04-29,478.0400085449219,481.67999267578125,471.07000732421875,473.07000732421875,2954700,10.6099853515625,346.96093200683595
2024-04-30,472.0,475.4200134277344,462.4599914550781,462.8299865722656,3222600,12.96002197265625,346.96093200683595
2024-05-01,461.1199951171875,477.760009765625,460.3599853515625,469.3900146484375,2490200,17.4000244140625,346.96093200683595
2024-05-02,474.29998779296875,477.1600036621094,468.29998779296875,476.57000732421875,2516400,8.860015869140625,346.96093200683595
2024-05-03,482.2699890136719,487.489990234375,477.57000732421875,486.17999267578125,2833200,9.91998291015625,346.96093200683595
2024-05-06,490.1000061035156,495.44000244140625,488.0,493.5899963378906,2104000,7.44000244140625,346.96093200683595
2024-05-07,492.510009765625,496.760009765625,489.1400146484375,492.2699890136719,2518300,7.6199951171875,346.96093200683595
2024-05-08,489.9700012207031,495.80999755859375,486.9200134277344,488.1000061035156,2165000,8.889984130859375,346.96093200683595
2024-05-09,489.4100036621094,490.44000244140625,481.6499938964844,482.6499938964844,2301600,8.790008544921875,346.96093200683595
2024-05-10,483.5,489.4800109863281,480.29998779296875,482.2900085449219,2741100,9.180023193359375,346.96093200683595
2024-05-13,486.239990234375,490.1600036621094,481.7099914550781,483.1099853515625,2458200,8.45001220703125,346.96093200683595
2024-05-14,480.4100036621094,481.79998779296875,466.4800109863281,475.95001220703125,4287800,15.319976806640625,346.96093200683595
2024-05-15,480.760009765625,489.6099853515625,476.6099853515625,485.3500061035156,3491600,13.0,346.96093200683595
2024-05-16,484.70001220703125,486.2300109863281,481.3900146484375,482.8800048828125,2562900,4.839996337890625,346.96093200683595
2024-05-17,483.32000732421875,485.8800048828125,481.5199890136719,483.42999267578125,2260900,4.360015869140625,346.96093200683595
2024-05-20,483.0,485.3699951171875,478.32000732421875,484.69000244140625,1881100,7.04998779296875,346.96093200683595
2024-05-21,481.19000244140625,487.5,477.1199951171875,481.8500061035156,1915800,10.3800048828125,346.96093200683595
2024-05-22,483.9700012207031,485.6700134277344,479.1400146484375,483.92999267578125,1875800,6.529998779296875,346.96093200683595
2024-05-23,488.3800048828125,491.67999267578125,478.69000244140625,483.30999755859375,2219900,12.989990234375,346.96093200683595
2024-05-24,481.25,485.3800048828125,473.8999938964844,475.42999267578125,3083700,11.480010986328125,346.96093200683595
2024-05-28,473.010009765625,478.6700134277344,469.6000061035156,478.42999267578125,2575300,9.07000732421875,346.96093200683595
2024-05-29,472.7799987792969,482.7900085449219,472.6000061035156,477.6000061035156,2214800,10.19000244140625,346.96093200683595
2024-05-30,464.8999938964844,466.82000732421875,444.8399963378906,445.8699951171875,5606900,21.980010986328125,346.96093200683595
2024-05-31,447.7200012207031,448.2300109863281,433.9700012207031,444.760009765625,7487500,14.260009765625,346.96093200683595
2024-06-03,447.5799865722656,449.8399963378906,436.5799865722656,439.0199890136719,3967700,13.260009765625,346.96093200683595
2024-06-04,442.82000732421875,450.1199951171875,441.5899963378906,448.3699951171875,3183600,8.529998779296875,346.96093200683595
2024-06-05,449.19000244140625,458.6000061035156,448.3699951171875,455.79998779296875,3295000,10.230010986328125,346.96093200683595
2024-06-06,457.70001220703125,467.8500061035156,456.8699951171875,458.1300048828125,3235000,10.980010986328125,346.96093200683595
2024-06-07,458.1300048828125,468.92999267578125,458.1300048828125,465.42999267578125,2684200,10.79998779296875,346.96093200683595
2024-06-10,453.8399963378906,462.2300109863281,451.510009765625,459.94000244140625,3212400,10.720001220703125,346.96093200683595
2024-06-11,456.9100036621094,462.739990234375,455.5,462.69000244140625,2723700,7.239990234375,346.96093200683595
2024-06-12,470.0,471.1199951171875,459.1600036621094,459.8699951171875,3647400,11.959991455078125,346.96093200683595
2024-06-13,457.8699951171875,462.3900146484375,453.5,458.739990234375,8558000,8.8900146484375,346.96093200683595
2024-06-14,530.25,534.4500122070312,521.8800048828125,525.3099975585938,14846600,12.57000732421875,347.23055358886717
2024-06-17,525.510009765625,525.9400024414062,505.3800048828125,518.739990234375,7163800,20.55999755859375,346.96093200683595
2024-06-18,514.7100219726562,530.3699951171875,513.1300048828125,522.25,4225900,17.239990234375,346.96093200683595
2024-06-20,527.6699829101562,533.22998046875,520.4000244140625,522.9500122070312,5752400,12.8299560546875,346.96093200683595
2024-06-21,530.3099975585938,535.0,524.719970703125,533.4400024414062,6614100,10.280029296875,346.96093200683595
2024-06-24,532.0999755859375,534.5800170898438,523.47998046875,524.1699829101562,3067800,11.10003662109375,346.96093200683595
2024-06-25,526.2000122070312,529.6799926757812,522.239990234375,526.8800048828125,3144200,7.44000244140625,346.96093200683595
2024-06-26,528.5800170898438,530.6599731445312,526.010009765625,528.6599731445312,2931700,4.64996337890625,346.96093200683595
2024-06-27,533.2100219726562,549.1599731445312,532.0999755859375,546.760009765625,4734100,17.05999755859375,346.96093200683595
2024-06-28,549.7000122070312,558.47998046875,548.010009765625,555.5399780273438,5084500,10.469970703125,346.96093200683595
2024-07-01,551.3699951171875,561.2100219726562,549.72998046875,560.010009765625,3070200,11.48004150390625,346.96093200683595
2024-07-02,560.0,570.1400146484375,560.0,567.7100219726562,3054500,10.1400146484375,346.96093200683595
2024-07-03,564.2899780273438,571.8300170898438,564.0,570.1500244140625,1664400,7.83001708984375,346.96093200683595
2024-07-05,570.9099731445312,580.5499877929688,568.9199829101562,578.3400268554688,2808600,11.6300048828125,346.96093200683595
2024-07-08,573.1799926757812,576.75,563.9199829101562,575.4000244140625,3007400,12.83001708984375,346.96093200683595
2024-07-09,573.0499877929688,575.010009765625,562.4600219726562,566.02001953125,2167600,12.54998779296875,346.96093200683595
2024-07-10,564.7100219726562,566.9299926757812,558.2100219726562,564.5499877929688,2368400,8.719970703125,346.96093200683595
2024-07-11,564.0,572.6199951171875,557.0900268554688,557.6300048828125,3189200,15.52996826171875,346.96093200683595
2024-07-12,555.0999755859375,562.489990234375,552.3200073242188,559.0499877929688,2014000,10.16998291015625,346.96093200683595
2024-07-15,560.22998046875,568.22998046875,560.22998046875,565.7100219726562,1887800,8.0,346.96093200683595
2024-07-16,564.5999755859375,570.0999755859375,562.0800170898438,566.5399780273438,1539900,8.01995849609375,346.96093200683595
2024-07-17,563.9299926757812,565.0,556.4600219726562,563.0900268554688,2316300,8.53997802734375,346.96093200683595
2024-07-18,564.1799926757812,564.260009765625,556.0700073242188,556.8499755859375,2184700,8.19000244140625,346.96093200683595
2024-07-19,557.0499877929688,561.0900268554688,548.9600219726562,551.0,2601900,12.1300048828125,346.96093200683595
2024-07-22,558.6500244140625,560.1900024414062,552.7100219726562,554.8200073242188,2391700,7.47998046875,346.96093200683595
2024-07-23,556.489990234375,557.25,544.4400024414062,546.010009765625,2363900,12.80999755859375,346.96093200683595
2024-07-24,543.7999877929688,544.7100219726562,530.3499755859375,531.0399780273438,2630100,14.36004638671875,346.96093200683595
2024-07-25,536.7999877929688,542.280029296875,527.5900268554688,532.1500244140625,2136500,14.69000244140625,346.96093200683595
2024-07-26,535.3499755859375,545.5,533.3300170898438,542.4400024414062,2090000,12.16998291015625,346.96093200683595
2024-07-29,544.2999877929688,544.2999877929688,535.1900024414062,536.6099853515625,1590600,9.1099853515625,346.96093200683595
2024-07-30,541.8499755859375,543.6699829101562,530.9500122070312,538.7100219726562,1566900,12.719970703125,346.96093200683595
2024-07-31,547.0499877929688,555.5499877929688,543.77001953125,551.6500244140625,2776000,11.77996826171875,346.96093200683595
2024-08-01,549.989990234375,561.97998046875,540.239990234375,546.4099731445312,2075400,21.739990234375,346.96093200683595
2024-08-02,535.780029296875,536.8400268554688,519.6799926757812,526.1699829101562,2729100,17.1600341796875,346.96093200683595
2024-08-05,504.2300109863281,515.9000244140625,500.0,509.32000732421875,3432200,15.9000244140625,346.96093200683595
2024-08-06,513.6900024414062,519.1599731445312,509.010009765625,514.2000122070312,2076300,10.14996337890625,346.96093200683595
2024-08-07,520.9500122070312,531.010009765625,512.8599853515625,513.6199951171875,1663700,18.1500244140625,346.96093200683595
2024-08-08,520.5900268554688,531.0700073242188,519.5599975585938,530.239990234375,2155100,11.510009765625,346.96093200683595
2024-08-09,528.02001953125,537.280029296875,528.02001953125,536.2999877929688,1272600,9.260009765625,346.96093200683595
2024-08-12,536.0399780273438,538.0800170898438,525.77001953125,530.9299926757812,1450300,12.30999755859375,346.96093200683595
2024-08-13,530.9299926757812,537.719970703125,527.9000244140625,535.219970703125,3063900,9.8199462890625,346.96093200683595
