Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
86,2008-02-07,34.8643913269043,37.3271121520985,34.63904487979057,36.087703418191516,11300078
87,2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
88,2008-02-11,31.564668655395508,34.44589143141327,31.226647874518747,34.44589143141327,15133331
89,2008-02-12,31.001306533813477,32.723601826400476,30.743766744755398,32.51435197583412,10237627
90,2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
91,2008-02-14,33.22257614135742,33.56059689037388,31.226644931236464,31.226644931236464,12514003
92,2008-02-15,34.172245025634766,34.445881335473324,32.208507489961576,33.09379860825591,12080990
93,2008-02-18,33.97910690307617,34.94488170351332,33.6893759911768,34.94488170351332,6977153
94,2008-02-19,33.60889434814453,34.67124464505613,33.35135455144048,34.59076359503538,7226542
95,2008-02-20,32.77189254760742,33.3030688199597,32.40168056827357,33.28697217233902,5604999
96,2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
97,2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
98,2008-02-25,32.85238265991211,33.25478804543033,32.06366854093419,32.96505704113279,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.912681579589844,36.63497443350009,33.46402293712195,33.46402293712195,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
103,2008-03-03,33.89862060546875,35.02535733440629,33.51231205499217,33.83423621092064,10049153
104,2008-03-04,33.029422760009766,34.25273487580181,32.19242134207983,34.12396609863958,11485198
105,2008-03-05,33.641082763671875,33.80204484037485,32.22461517877303,33.190387638990835,8581053
106,2008-03-07,31.918781280517578,33.15818989631414,30.582795001393535,33.15818989631414,14251925
107,2008-03-10,31.805538177490234,32.03202677026851,29.977449014187062,31.967316057225133,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
110,2008-03-13,28.94207763671875,33.002706286980676,28.149366223614393,32.67915042903983,47000084
111,2008-03-14,30.93195152282715,31.06137300521917,29.15239407154052,29.750971170420968,35798540
112,2008-03-17,29.718608856201172,30.34954225209949,29.08767546030286,30.34954225209949,19211273
113,2008-03-18,29.977453231811523,30.559854119647596,29.18473975417877,29.670073461666625,12632937
114,2008-03-19,30.155406951904297,33.58509689399701,29.961272606732628,31.38491715714801,16449023
115,2008-03-24,30.446605682373047,31.28785156939384,29.78331590925123,31.28785156939384,11636914
116,2008-03-25,31.59522819519043,31.789360336677856,30.673093391803047,31.239315977750714,13232423
117,2008-03-26,31.401103973388672,32.161461139979124,31.06136987354499,31.384925741157325,11448313
118,2008-03-27,31.967315673828125,32.27469539704024,30.931937694793078,30.931937694793078,17425122
119,2008-03-28,32.03202819824219,32.27469722291554,31.190784502670205,32.112917141715634,11599511
120,2008-03-31,31.805538177490234,32.177628617432255,31.384915251328916,32.03202677026851,9914705
121,2008-04-01,31.87025260925293,32.323232041917436,31.465807862723825,32.03203050786457,6034588
122,2008-04-02,32.38794708251953,33.32626033617419,32.032034780399925,32.032034780399925,6087024
123,2008-04-03,32.12910079956055,32.614434542429876,31.870255697846225,32.468834858419754,3883474
124,2008-04-04,31.967315673828125,32.33940610930752,31.352560615909695,32.33940610930752,5906537
125,2008-04-07,31.83789825439453,32.161454050686025,31.465807772107407,32.01585438120549,4088729
126,2008-04-08,31.02900505065918,31.854072671323518,30.802516459207947,31.789359764406385,5753811
127,2008-04-09,31.10990333557129,31.384924495574733,30.753991017621452,31.12608156716057,3776374
128,2008-04-10,31.72464942932129,31.951138023468136,30.948116479602696,31.06135967954965,7075297
129,2008-04-11,31.87025260925293,32.193808406476215,31.546696812029644,32.03203050786457,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.91879653930664,32.90564244548613,31.78937286638337,32.679153760687676,4725794
132,2008-04-17,33.14829635620117,33.90865108496315,32.048205442174186,32.404117660234995,14831167
133,2008-04-21,33.682167053222656,34.26456794612682,33.32625698118635,33.649812788993856,7639361
134,2008-04-22,34.232208251953125,34.620476940024865,33.3262538311272,33.64980960835161,8814769
135,2008-04-23,34.26456832885742,34.669013093134396,33.81159107056852,34.29692478770089,5265604
136,2008-04-24,33.051231384277344,34.68518853971219,32.76003205506258,34.620477821470374,8801780
137,2008-04-25,33.32624816894531,33.79540352735988,32.8732688412412,33.64980389119711,4095990
138,2008-04-28,33.45567321777344,34.102784732637325,33.32625179250183,33.35860605169327,4708244
139,2008-04-29,33.924827575683594,34.24838332308678,33.488028633241,33.649806506942596,6497143
140,2008-04-30,34.15132141113281,34.58812261499094,33.97336747810109,34.26456681783772,6331377
141,2008-05-02,34.45869445800781,35.42936166028941,34.39398155578684,34.66900480746772,5658418
142,2008-05-05,34.296913146972656,35.10580240098121,34.07042240044824,34.911668102318146,7642293
143,2008-05-06,34.00571823120117,34.68518621278966,33.81158608949942,34.02189645823955,5061166
144,2008-05-07,33.520381927490234,34.19984985519873,33.0026940630839,33.97336127738016,4303106
145,2008-05-08,33.11595153808594,33.45568564847068,32.92181932804732,33.26155124417833,3642073
146,2008-05-09,32.92180633544922,33.77922819514228,32.42029448416053,32.67913952297916,8621761
147,2008-05-12,32.92180633544922,33.16447314791928,32.19380370378619,32.92180633544922,4890395
148,2008-05-13,33.01888656616211,33.26155349079133,32.74386536813464,33.06742126764028,5056766
149,2008-05-14,33.067413330078125,33.24536947094008,32.355590960883646,32.355590960883646,2982486
150,2008-05-15,33.08358383178711,33.4556720622815,32.355583402708916,32.355583402708916,2646760
151,2008-05-16,33.34243392944336,33.43950111329499,32.93798915860599,33.326257894012514,4422288
152,2008-05-20,33.27771759033203,33.407141211715576,32.937983601298015,33.00269650911626,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.0350456237793,33.19682347962318,32.679135657474326,32.679135657474326,3558000
155,2008-05-23,32.485008239746094,33.29389769045414,32.355586805334035,32.840920475758864,4417028
156,2008-05-26,32.24233627319336,32.436470588168206,30.737800817770093,30.737800817770093,2605807
157,2008-05-27,31.271665573120117,32.64677726596748,31.12606595037501,32.29086512658835,3316550
158,2008-05-28,32.420291900634766,32.61442401858899,30.83486753561883,31.38491182786816,4505700
159,2008-05-29,32.954166412353516,33.32625690705644,31.999677220295155,32.760034244652786,11026212
160,2008-05-30,31.902605056762695,33.16447382387814,31.77318363184194,33.035050204704476,4023430
161,2008-06-02,30.54367446899414,32.35558777032065,30.09069504653595,31.708473996201356,4431595
162,2008-06-03,29.411226272583008,30.414247804844734,29.136203000852344,30.09069204716297,6240766
163,2008-06-04,28.505271911621094,29.589182466935167,28.327315792314877,29.281804912271568,5762089
164,2008-06-05,28.45673370361328,28.66704625284045,27.50224470185974,28.472911929592726,9721099
165,2008-06-06,28.149356842041016,29.330336646482166,27.744912154407647,28.31113471709436,6317089
166,2008-06-09,27.761089324951172,28.44055725203479,26.53157708245609,27.825800033660855,6500809
167,2008-06-10,27.56696319580078,27.793454034963194,26.936029758463814,27.502252467862988,6717902
168,2008-06-11,27.696380615234375,28.149357803148668,27.502246280840858,27.825802041994763,2586175
169,2008-06-12,27.890512466430664,28.052290345331606,26.531578722513327,27.34046811701804,3244212
170,2008-06-13,27.712560653686523,28.117005381567076,27.42135913306068,27.84198208890707,4248430
171,2008-06-16,28.683223724365234,29.120022648804273,27.858156163643383,27.955223322714087,4354615
172,2008-06-17,29.540647506713867,29.767136096774273,28.181713772098515,29.08767032659305,4736084
173,2008-06-18,29.50830078125,30.155414700006688,29.443590047650417,29.443590047650417,5055019
174,2008-06-19,28.877361297607422,29.44358393907503,28.408205833527752,28.925895983427974,4221271
175,2008-06-20,28.214069366455078,29.233271361344286,27.8419811076204,29.120025963827818,3837789
176,2008-06-23,27.22722816467285,28.08465241073143,26.952207032137853,27.987585225144166,4516050
177,2008-06-24,26.385982513427734,27.63167322121482,26.110959205707513,27.227226276933763,5238203
178,2008-06-25,25.657981872558594,26.191848063004414,25.075580995729304,25.884470492921878,3933879
179,2008-06-26,27.113983154296875,28.278784915979923,25.803581720966747,25.803581720966747,18253250
180,2008-06-27,25.916824340820312,26.790426739187314,25.771224672510197,26.2080258716937,6821283
181,2008-06-30,25.399137496948242,26.143316293794225,24.671136929344115,25.900649437926184,4596315
182,2008-07-01,23.603403091430664,25.399138322039295,22.697446361242648,25.399138322039295,6202295
183,2008-07-02,24.638782501220703,24.897627607660745,22.859225411543882,23.61958250028899,5245963
184,2008-07-03,23.991661071777344,24.638772477487947,23.29601718833946,24.42846214833302,4726793
185,2008-07-04,24.31521987915039,24.784375269340877,23.45779803481098,23.619575906894102,4862814
186,2008-07-07,24.84908676147461,25.852110477662308,24.63877639884794,24.63877639884794,5528014
187,2008-07-08,25.577091217041016,26.208024543922107,22.972464576685976,22.972464576685976,8354280
188,2008-07-09,27.356639862060547,27.46988303390838,25.916815325582164,25.916815325582164,6860769
189,2008-07-10,28.553808212280273,28.89354226825272,26.596295027156547,27.356652095559,7216175
190,2008-07-11,27.19487190246582,29.18473918677837,26.984559316757974,28.828829124758705,6040791
191,2008-07-14,27.211050033569336,28.181719698715487,26.531584120496397,26.531584120496397,5942149
192,2008-07-15,26.078601837158203,26.822780590068216,25.884469680477192,26.531581257920138,3693378
193,2008-07-16,25.366777420043945,26.531579039759798,24.929976264087266,26.07859965686899,6973872
194,2008-07-17,26.660999298095703,26.85513362428984,25.884466381824854,25.884466381824854,5038238
195,2008-07-18,28.149356842041016,28.37584542826513,26.353621990098286,27.146333139009116,5983177
196,2008-07-21,29.734792709350586,29.912748878838112,28.165545843306553,28.634701421589153,8754188
197,2008-07-22,30.948129653930664,31.22315085166401,29.475949873903666,29.73479503208213,12631056
198,2008-07-23,33.13211441040039,33.77922586569513,31.740824342666162,32.32322509128197,12798869
199,2008-07-24,31.967315673828125,33.74687232956906,29.97744865465534,29.97744865465534,10764301
200,2008-07-25,32.03202819824219,33.06740843010467,30.818694046140557,31.62758348087498,10710381
201,2008-07-28,31.77318572998047,32.66296411926257,31.417273496566413,32.03202859691464,5533881
202,2008-07-29,30.495140075683594,31.546696403025805,30.252473230912315,31.06136271348325,5145929
203,2008-07-30,31.77318572998047,32.03202859691464,30.770161940724886,30.770161940724886,7354746
204,2008-07-31,30.656911849975586,32.32322516785882,30.252467189458205,32.32322516785882,6006517
205,2008-08-01,31.54669952392578,31.676123170492843,29.12003083614381,30.171587267515996,4699412
206,2008-08-04,31.740821838378906,32.323222541044466,30.915754359123746,30.915754359123746,4301346
207,2008-08-05,33.16447448730469,33.407141309575124,31.5466934779155,31.870249240942748,9161115
208,2008-08-06,32.32323455810547,34.34545844817012,32.0967459212689,34.34545844817012,8616591
209,2008-08-07,32.24233627319336,32.970336662969956,31.239312636244517,31.239312636244517,4809365
210,2008-08-08,31.69229507446289,32.48500624872041,31.579049680603415,31.870248987309303,4883824
211,2008-08-11,31.983495712280273,32.45265114561115,31.74082888184158,32.096741110852875,2714705
212,2008-08-12,31.433460235595703,32.355595330058925,31.19079333644787,32.19381520304006,5801276
213,2008-08-13,31.562875747680664,31.87025332307673,30.818696958548504,31.061363811901174,2754609
214,2008-08-14,30.802520751953125,31.708475244014984,30.737807836017375,31.384919441349115,2566362
215,2008-08-18,30.446605682373047,31.384916545835996,30.15540636454055,30.737805000205544,2963058
216,2008-08-19,29.88037872314453,30.576022655565524,29.26562152788038,30.398068761866686,2941144
217,2008-08-20,30.22012710571289,30.462794015828518,30.009814467060437,30.090703437098977,3319410
218,2008-08-21,29.896562576293945,30.398074484293087,29.540650333390527,30.09069473167054,4138486
219,2008-08-22,29.58917999267578,30.931937694928838,28.82882528358942,30.931937694928838,4139879
220,2008-08-25,29.912742614746094,30.317187372406774,29.7024300242106,30.317187372406774,2034227
221,2008-08-26,29.96129035949707,30.05835758959751,29.411245647933747,29.605377913880258,1489491
222,2008-08-27,29.36269760131836,30.333365073006235,29.20091968937038,30.123054665175207,4297168
223,2008-08-28,28.92588996887207,29.767133544723823,28.553799565295872,29.443577816876367,7382078
224,2008-08-29,30.123048782348633,30.23629417629751,29.314159380579337,29.44358080716125,2219080
225,2008-09-01,30.106748580932617,30.237150473253347,29.503634854478076,30.05784621315529,3417069
226,2008-09-02,31.687885284423828,31.81828718560048,30.057848254458403,30.318654267687922,5030404
227,2008-09-04,31.019580841064453,31.590093216716983,30.75877474144791,31.32928711710044,2813325
228,2008-09-05,30.334957122802734,30.67726490028589,29.99264934531958,30.644663317334594,3330688
229,2008-09-08,31.932388305664062,33.22011528178516,31.622679942689416,31.948686884030252,8377948
230,2008-09-09,32.046485900878906,32.307291867579615,31.312970363150814,31.932384810424477,3737279
231,2008-09-10,31.769392013549805,32.30730270395711,31.45968358059398,31.883493142275547,3847698
232,2008-09-11,30.921764373779297,31.62267837864475,30.677259179866795,31.62267837864475,2567354
233,2008-09-12,31.231473922729492,32.07909290524914,30.726162691261088,31.13367139230396,6093354
234,2008-09-15,29.259122848510742,30.563150312171313,28.378904752714966,30.090440798769468,6770268
235,2008-09-16,29.82963752746582,30.090443485661417,27.71059270979969,28.118101328581638,4654621
236,2008-09-17,29.06353187561035,30.253456535792147,28.688622500807156,30.253456535792147,4674190
237,2008-09-18,28.99832534790039,29.568837529187995,26.91188168354192,28.688619177376648,6603710
238,2008-09-19,30.758758544921875,30.921761994990472,29.34062764497477,29.68293533229398,9821730
239,2008-09-22,30.09044647216797,32.92670850909274,29.84594127663142,31.622678588688494,4162514
240,2008-09-23,29.731842041015625,30.400156775884433,29.177630630713296,29.73184204101562,6569683
241,2008-09-24,30.41645622253418,30.742463180173306,29.438435349616807,29.82964325660852,5730103
242,2008-09-25,29.471046447753906,30.628371963319985,28.770129935934808,30.497967811623067,10926783
243,2008-09-26,28.99832534790039,29.63404069003611,28.4930163274609,29.63404069003611,4967945
244,2008-09-29,27.922510147094727,29.829649950743168,27.384597219750287,29.829649950743168,7859964
245,2008-09-30,27.971405029296875,29.014626888454693,26.406571135122025,26.406571135122025,6616439
246,2008-10-01,28.900524139404297,29.177628720980284,27.759497601050718,28.330011975665574,3743739
247,2008-10-03,29.308027267456055,29.666633518674054,28.52560940767225,29.047221314194786,4681406
248,2008-10-06,28.704912185668945,29.340625144586284,28.118099373254637,28.982018911521028,5560277
249,2008-10-07,29.65035057067871,30.28606615511904,28.68863011212121,28.68863011212121,9928258
250,2008-10-08,29.422134399414062,29.666639616312562,27.417190294320708,28.656019379657813,9985473
251,2008-10-10,29.242822647094727,29.911137177743853,27.07487782980978,29.308025790280475,9025179
252,2008-10-13,29.82963752746582,30.05784191180856,29.19392452434113,29.38952954570677,6805621
253,2008-10-14,29.1124210357666,30.938060421588315,28.884216665257792,29.992639156800934,5099383
254,2008-10-15,28.867929458618164,29.48734192863503,28.558223223609737,28.94943121577179,5495022
255,2008-10-16,27.75949478149414,28.460410980848998,27.221584251812704,28.460410980848998,6651066
256,2008-10-17,25.673053741455078,28.525614531324717,25.298144425403688,28.33001168940218,5586092
257,2008-10-20,25.96645736694336,26.993380508896397,25.15144005311204,25.77085453814942,7922965
258,2008-10-21,26.178367614746094,27.54759649097376,25.428551117254933,26.22726777748138,8047276
259,2008-10-22,24.743932723999023,26.113161442535652,24.49942751672905,25.917558603245322,5408099
260,2008-10-23,23.53770637512207,24.35272369453583,23.17909787022963,24.124519287275174,6641370
261,2008-10-24,20.489543914794922,23.146499906511824,20.2124370985846,22.820492927853245,9905588
262,2008-10-27,18.90840721130371,20.21243498989347,16.95236554341907,20.11463246432402,12878172
263,2008-10-29,21.402362823486328,22.75529083269432,19.560422159947255,21.516463933766737,13094201
264,2008-10-31,22.771591186523438,23.472507468566736,21.646867630309963,22.527085969482414,8097887
265,2008-11-03,23.472505569458008,24.09191785149618,22.65748603438653,24.059316274177966,4951148
266,2008-11-04,24.499431610107422,24.695036692955636,23.03240012137517,23.14650124397292,4515828
267,2008-11-05,23.602903366088867,25.689348680929132,23.14649241711962,25.689348680929132,6145587
268,2008-11-06,22.820493698120117,24.369029109892868,22.34778400528493,23.14650068778251,4896229
269,2008-11-07,24.597232818603516,25.330748523220308,22.494486030000978,22.65748951991582,8250147
270,2008-11-10,25.151437759399414,25.72194982705287,24.597226478711203,25.363341357320394,3775177
271,2008-11-11,24.858034133911133,25.90125582949473,24.2875220273243,25.265542781473158,8900004
272,2008-11-12,23.8148136138916,25.395948275618203,23.521408230275387,25.395948275618203,5705390
273,2008-11-14,23.733318328857422,24.776542667445845,23.439912865427445,23.602916391972283,4038880
274,2008-11-17,24.711334228515625,25.52635389864619,22.4944862971689,25.52635389864619,5361538
275,2008-11-18,23.374692916870117,24.646118507178933,22.918282086621414,24.646118507178933,6392448
276,2008-11-19,22.804195404052734,24.20602591940135,22.51078778314176,23.47251018343856,5606729
277,2008-11-20,22.5596923828125,22.98349974778265,21.597969887702863,22.820496234832085,5080395
278,2008-11-21,23.994121551513672,24.743938126358046,21.842474373417048,22.412986648273943,8350092
279,2008-11-24,24.597232818603516,24.98844075222387,23.374706644242192,24.711333935018107,5420119
280,2008-11-25,23.994121551513672,25.15144689411297,23.798518669517247,24.858041465680046,5453771
281,2008-11-26,24.53203010559082,24.906937221159374,23.55400923623684,24.254923308256725,5246053
282,2008-11-27,24.53203010559082,24.53203010559082,24.53203010559082,24.53203010559082,0
283,2008-11-28,24.14082145690918,24.613533341205404,23.17910131908046,23.798515900524063,8464961
284,2008-12-01,23.94521141052246,25.558945016534533,23.847408904820835,24.613525953461984,5733003
285,2008-12-02,23.733318328857422,23.99412441350453,22.983501664575805,23.76591991851712,5879324
286,2008-12-03,24.45052719116211,24.760233342728327,23.228001163235415,23.96151677999143,6430656
287,2008-12-04,25.624155044555664,25.754559168732673,21.67946953125761,21.67946953125761,4648185
288,2008-12-05,25.314443588256836,26.536969562499237,24.466824695098385,24.466824695098385,5338962
289,2008-12-08,25.379640579223633,26.21095855442973,24.287518872159293,25.999054969576008,11709287
290,2008-12-10,24.972137451171875,26.569572818309016,24.613531135927616,26.569572818309016,11172070
291,2008-12-11,24.695037841796875,25.412252827478568,24.303827657900907,25.412252827478568,9867592
292,2008-12-12,23.92891502380371,24.206021805758994,23.40730303807943,24.091918492983044,9847702
293,2008-12-15,24.32012176513672,24.858034514683823,24.124518937836267,24.743931207268272,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.216642379760742,25.91755863464276,24.548327703571317,25.91755863464276,8720755
296,2008-12-18,25.96645736694336,26.24356413799639,24.646128876361427,24.646128876361427,12640018
297,2008-12-19,27.221582412719727,27.547589308289698,25.933855617393498,26.732572069364775,10050607
298,2008-12-22,27.237886428833008,27.466090840611376,26.292464993071178,26.292464993071178,6524631
299,2008-12-23,26.68366813659668,27.498685327509786,26.488065337302906,27.058577370942082,5151765
300,2008-12-24,26.227262496948242,27.042279784284965,22.005471179843305,22.005471179843305,13318746
301,2008-12-26,26.27616310119629,27.66169251346862,25.591549894599048,27.66169251346862,5480531
302,2008-12-29,26.83037757873535,27.042281200187578,25.754554260946836,26.569571590956926,3418418
303,2008-12-30,26.781478881835938,27.221589184692885,25.787157160812832,26.765178090827106,4868199
304,2008-12-31,27.10748291015625,27.514991586672764,26.50437139543745,27.514991586672764,4396180
305,2009-01-02,27.498689651489258,27.955100676693462,26.977079893810703,27.955100676693462,3976548
306,2009-01-05,26.8792724609375,27.955095567668142,26.5369648073129,27.955095567668142,4505326
